InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,CustomerName,Email,Address,PhoneNumber,Category,Supplier,StockLevel,Discount,SaleChannel,ReturnStatus,ProductWeight,ProductDimensions,ShippingCost,SalesRegion,PromotionCode,PaymentMethod
536514.0,71053,WHITE METAL LANTERN,6,12/1/2010 11:24,3.39,14690,Denmark,David Taylor,david.taylor@example.com,594 Market St,555-693-2000,Electronics,Supplier D,172,11.68,In-Store,Returned,2.94,49x61x17 cm,15.01,Asia,PROMO10,Gift Card
536535.0,22745,  POPPY'S PLAYHOUSE BEDROOM  ,6,12/1/2010 11:45,2.1,14595,Denmark,John Johnson,john.johnson@mail.com,921 Cedar St,555-232-1556,Automotive,Supplier A,898,2.1,In-Store,Not Returned,5.95,74x57x55 cm,6.43,Asia,PROMO20,PayPal
536459.0,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 10:29,3.39,14559,Denmark,John Smith,john.smith@mail.com,450 Ash St,555-163-4788,Electronics,Supplier A,13,0.89,Online,Not Returned,0.4,47x12x62 cm,14.36,North America,DISCOUNT5,Credit Card
536724.0,21723,striped charlie+lola charlotte bag,20,12/1/2010 14:54,2.95,17291,Denmark,Charlie Wilson,charlie.wilson@demo.net,921 Cedar St,555-623-6390,Home & Garden,Supplier E,168,49.39,In-Store,Returned,0.47,80x88x83 cm,11.78,South America,PROMO10,Gift Card
536743.0,LOVE BUILDING BLOCK WORD,,3,12/1/2010 15:13,5.95,18160,Denmark,Jane Johnson,jane.johnson@example.com,253 High St,555-927-5473,Electronics,Supplier D,642,21.39,In-Store,Returned,8.24,8x95x21 cm,13.8,Australia,PROMO10,Cash
536553.0,71053,WHITE METAL LANTERN,6,12/1/2010 12:03,3.39,10112,Denmark,Eva Moore,eva.moore@example.com,815 Maple St,555-150-8776,Clothing,Supplier D,596,19.22,In-Store,Returned,3.67,81x87x80 cm,7.52,North America,,Credit Card
536626.0,71053,"[""description"": ""WHITE METAL LANTERN""]",unknown,12/1/2010 13:16,unknown,15131,Denmark,Bob Miller,bob.miller@mail.com,815 Maple St,555-643-7154,Clothing,Supplier D,321,33.98,In-Store,Returned,1.36,70x72x25 cm,16.05,North America,PROMO10,Bank Transfer
536572.0,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 12:22,1.85,13197,Denmark,Bob Johnson,bob.johnson@test.org,709 Pine St,555-626-2980,Toys,Supplier C,319,10.91,In-Store,Returned,5.27,82x89x12 cm,17.94,South America,PROMO10,PayPal
536697.0,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 14:27,4.95,10139,Denmark,John Moore,john.moore@mail.com,815 Maple St,555-183-1207,Books,Supplier E,613,47.5,Online,Returned,7.72,15x59x26 cm,8.25,South America,PROMO10,Bank Transfer
,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 12:20,4.25,11424,Denmark,Henry Moore,henry.moore@example.com,390 Broadway,555-771-9783,Beauty,Supplier D,329,39.32,Online,Not Returned,2.24,26x47x32 cm,6.44,Asia,,Cash
536434.0,RED  HARMONICA IN BOX,,10,12/1/2010 10:04,1.25,12949,Denmark,Jane Moore,jane.moore@demo.net,256 Oak St,555-663-6690,Sports,Supplier C,785,4.47,Online,Not Returned,6.27,10x16x71 cm,5.35,South America,DISCOUNT5,Credit Card
,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 13:49,339.0,13168,Denmark,Charlie Wilson,charlie.wilson@mail.com,547 Main St,555-715-7185,Automotive,Supplier B,777,20.88,In-Store,Not Returned,0.94,17x23x26 cm,14.63,Asia,DISCOUNT5,Cash
536705.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 14:35,1.65,18708,Denmark,Frank Taylor,frank.taylor@example.com,709 Pine St,555-839-9712,Electronics,Supplier B,971,43.96,Online,Returned,0.61,85x86x7 cm,14.11,North America,PROMO10,Credit Card
536447.0,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 10:17,3.39,16043,Denmark,John Williams,john.williams@mail.com,547 Main St,555-832-3356,Electronics,Supplier C,911,47.24,Online,Not Returned,5.36,14x79x7 cm,13.2,Europe,,Gift Card
536365.0,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 8:26,7.65,16989,Denmark,Jane Taylor,jane.taylor@test.org,921 Cedar St,555-584-3421,Home & Garden,Supplier C,920,23.37,In-Store,Not Returned,5.45,9x48x72 cm,8.48,Australia,DISCOUNT5,PayPal
536568.0,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,,3.39,17236,Denmark,Alice Jones,alice.jones@mail.com,547 Main St,555-349-6631,Books,Supplier E,550,30.67,In-Store,Not Returned,6.41,59x87x93 cm,10.86,North America,DISCOUNT5,Gift Card
,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 11:34,2.95,16261,Denmark,David Jones,david.jones@mail.com,547 Main St,555-183-1207,Clothing,Supplier E,419,8.35,In-Store,Not Returned,7.29,82x95x94 cm,13.92,South America,DISCOUNT5,Gift Card
536614.0,71053,WHITE METAL LANTERN,6,12/1/2010 13:04,3.39,10887,Denmark,Bob Williams,bob.williams@example.com,709 Pine St,555-978-4356,Sports,Supplier B,606,49.56,Online,Not Returned,9.76,39x99x18 cm,12.45,Australia,,Cash
536731.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 15:01,"4,25",13104,Denmark,Alice Jones,alice.jones@example.com,253 High St,555-375-3740,Toys,Supplier D,95,11.58,Online,Returned,5.21,59x17x14 cm,19.82,Europe,,PayPal
536365.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 8:26,2.55,10049,Denmark,Frank Brown,frank.brown@example.com,883 Elm St,555-915-2177,Clothing,Supplier B,817,47.14,In-Store,Returned,3.3,31x24x99 cm,7.05,Europe,PROMO10,Credit Card
536449.0,22111,SCANDINAVIAN REDS RIBBONS,10,01/01/2050 00:00,1.65,13951,Denmark,Frank Johnson,frank.johnson@mail.com,815 Maple St,555-526-4249,Automotive,Supplier D,581,32.48,In-Store,Not Returned,7.97,60x45x98 cm,15.43,Asia,SALE15,Credit Card
536387.0,21756,,6,12/1/2010 9:17,7.95,13560,united kingdom,Bob Davis,bob.davis@test.org,815 Maple St,555-754-8232,Books,Supplier D,318,30.39,Online,Not Returned,2.78,3x37x43 cm,11.06,Australia,DISCOUNT5,Bank Transfer
536426.0,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 9:56,4.95,10018,Denmark,Bob Wilson,bob.wilson@demo.net,390 Broadway,555-912-2969,Automotive,Supplier E,956,25.63,Online,Not Returned,4.45,40x90x55 cm,11.42,Asia,SALE15,Credit Card
536631.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 13:21,4.25,14821,Denmark,Grace Jones,grace.jones@demo.net,709 Pine St,555-150-8776,Beauty,Supplier A,236,11.53,In-Store,Returned,0.88,87x39x15 cm,15.76,North America,,Cash
536376.0,22139,  RETROSPOT TEA SET CERAMIC 11 PC  ,6,12/1/2010 9:06,6.95,16340,Denmark,Henry Moore,henry.moore@example.com,390 Broadway,555-645-5346,Toys,Supplier A,946,8.83,In-Store,Returned,0.35,4x93x86 cm,15.39,Australia,,Gift Card
536365.0,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 8:26,2.75,18058,Denmark,Grace Moore,grace.moore@example.com,256 Oak St,555-387-5873,Beauty,Supplier C,334,11.02,Online,Not Returned,9.63,25x13x82 cm,19.87,North America,,Gift Card
536415.0,"{""description"": [""RED WOOLLY HOTTIE WHITE HEART.: details""]}",,6,12/1/2010 9:45,3.39,19665,Denmark,Henry Moore,henry.moore@mail.com,256 Oak St,555-474-8175,Home & Garden,Supplier E,885,9.32,In-Store,Returned,8.38,33x16x42 cm,6.93,Asia,SALE15,Gift Card
536495.0,22139,InvalidDescription123,6,Date: 12/1/2010 11:05,6.95,12606,Denmark,Alice Brown,alice.brown@demo.net,390 Broadway,555-246-4124,Automotive,Supplier D,376,38.98,Online,Returned,6.99,66x55x99 cm,6.56,Australia,,PayPal
536662.0,RED HARMONICA IN BOX,,10,12/1/2010 13:52,1.25,17846,Denmark,Henry Williams,henry.williams@example.com,709 Pine St,555-150-8776,Home & Garden,Supplier A,459,17.51,Online,Not Returned,4.15,42x34x30 cm,15.87,Asia,PROMO10,Credit Card
536513.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 11:23,2.55,18643,Denmark,Jane Wilson,jane.wilson@test.org,390 Broadway,555-395-8679,Electronics,Supplier D,137,2.89,Online,Returned,1.82,13x13x18 cm,13.68,Australia,,Cash
536673.0,84879,ASSORTED COLOUR BIRD ORNAMENT,32,01/12/2010 25:61,1.69,16432,Denmark,Grace Johnson,grace.johnson@test.org,815 Maple St,555-830-5263,Beauty,Supplier A,930,48.46,Online,Returned,1.65,32x96x99 cm,9.11,Asia,PROMO20,PayPal
536378.0,22634,,6,12/01/2010 09:08,4.95,13765,Denmark,Eva Davis,eva.davis@example.com,450 Ash St,555-616-2796,Books,Supplier A,588,44.19,In-Store,Not Returned,2.58,39x46x29 cm,6.19,Europe,SALE15,Bank Transfer
536411.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 9:41,2.55,12438,England,David Jones,david.jones@example.com,594 Market St,555-274-7645,Automotive,Supplier A,995,46.39,In-Store,Returned,5.54,62x93x62 cm,6.28,Asia,PROMO20,Cash
536423.0,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 9:53,3.75,19741,Denmark,Bob Brown,bob.brown@demo.net,547 Main St,555-988-4117,Sports,Supplier E,547,49.75,Online,Returned,7.17,57x16x56 cm,18.41,Europe,,Cash
536379.0,SCANDINAVIAN REDS RIBBONS,,10,12/1/2010 9:09,1.65,16358,,Frank Taylor,frank.taylor@demo.net,594 Market St,555-589-1614,Toys,Supplier B,513,8.69,Online,Not Returned,6.64,10x30x25 cm,7.88,Asia,PROMO10,Cash
536498.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 11:08,1.65,18319,Denmark,Eva Smith,eva.smith@mail.com,709 Pine St,555-124-8970,Clothing,Supplier D,296,19.81,Online,Returned,2.87,84x5x65 cm,9.85,Australia,DISCOUNT5,Gift Card
536552.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,12/1/2010 12:02,2.55,15941,Denmark,Charlie Smith,charlie.smith@demo.net,594 Market St,555-172-3343,Books,Supplier E,320,37.91,Online,Returned,9.55,94x49x3 cm,8.4,Australia,,Cash
536463.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 10:33,2.95,17644,Denmark,Henry Taylor,henry.taylor@test.org,256 Oak St,555-645-5346,Books,Supplier E,918,34.8,Online,Not Returned,7.41,45x14x30 cm,10.32,Australia,PROMO10,Credit Card
536645.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 13:35,4.25,14855,Denmark,Bob Williams,bob.williams@test.org,921 Cedar St,555-264-7612,Home & Garden,Supplier E,572,7.69,In-Store,Not Returned,5.59,68x18x62 cm,6.04,South America,SALE15,Cash
536431.0,84988,"{""description"": ""SET 2 TEA TOWELS I LOVE LONDON""}",3,12/1/2010 10:01,4.95,16547,Denmark,Eva Wilson,eva.wilson@example.com,547 Main St,555-251-2712,Beauty,Supplier E,832,40.79,In-Store,Not Returned,6.16,37x25x48 cm,12.79,North America,PROMO20,Gift Card
536698.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 14:28,1.65,17196,U.K.,Bob Williams,bob.williams@demo.net,883 Elm St,555-448-1832,Automotive,Supplier E,349,11.22,In-Store,Returned,4.25,65x53x79 cm,6.01,Australia,PROMO20,Cash
536681.0,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 14:11,5.95,15911,Denmark,Jane Jones,jane.jones@mail.com,709 Pine St,555-847-1271,Automotive,Supplier C,840,11.19,In-Store,Not Returned,2.55,73x15x49 cm,17.01,Europe,PROMO20,Bank Transfer
536474.0,22745,POPPY'S PLAYHOUSE BEDROOM,unknown,12/1/2010 10:44,unknown,16481,Denmark,Alice Smith,alice.smith@test.org,547 Main St,555-111-2560,Electronics,Supplier D,779,26.85,Online,Returned,3.62,88x68x12 cm,8.51,Australia,SALE15,Bank Transfer
536661.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 13:51,1.65,12761,Denmark,Charlie Wilson,charlie.wilson@test.org,594 Market St,555-912-2969,Electronics,Supplier E,873,29.65,Online,Not Returned,7.6,59x37x61 cm,13.1,South America,PROMO10,Gift Card
536413.0,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 9:43,2.75,14456,Denmark,Jane Taylor,jane.taylor@mail.com,256 Oak St,555-906-8486,Toys,Supplier D,229,29.0,Online,Returned,0.24,43x70x39 cm,18.2,Europe,SALE15,Credit Card
536715.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 14:45,1.85,19607,Denmark,John Wilson,john.wilson@mail.com,253 High St,555-113-5599,Home & Garden,Supplier C,270,4.57,Online,Not Returned,1.25,56x63x46 cm,14.76,South America,PROMO20,Credit Card
536735.0,22745,POPPY'S PLAYHOUSE BEDROOM,6,12/1/2010 15:05,2.1,16361,Denmark,John Miller,john.miller@test.org,450 Ash St,555-631-1804,Books,Supplier C,828,43.87,Online,Not Returned,0.56,88x11x62 cm,12.99,Europe,,PayPal
536732.0,22633,HAND WARMER UNION JACK,6,Date: 12/1/2010 15:02,1.85,15693,Denmark,Eva Miller,eva.miller@test.org,883 Elm St,555-262-4056,Automotive,Supplier D,798,13.28,In-Store,Not Returned,0.5,77x98x25 cm,9.87,Asia,DISCOUNT5,Gift Card
536399.0,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 9:29,5.95,15788,Denmark,Jane Miller,jane.miller@mail.com,450 Ash St,555-258-4223,Sports,Supplier A,291,6.48,Online,Not Returned,8.57,71x52x4 cm,10.0,North America,SALE15,Cash
536453.0,71053,WHITE  METAL  LANTERN,6,12/1/2010 10:23,3.39,10201,Denmark,Bob Williams,bob.williams@test.org,547 Main St,555-174-7981,Home & Garden,Supplier B,725,44.44,In-Store,Returned,7.07,59x72x20 cm,15.04,North America,SALE15,Gift Card
536380.0,22112,CHOCOLATE HOT WATER BOTTLE,6,01/01/1900 00:00,3.39,16160,Denmark,Charlie Wilson,charlie.wilson@example.com,256 Oak St,555-102-2165,Toys,Supplier A,165,47.78,In-Store,Not Returned,4.79,93x63x54 cm,19.91,South America,PROMO10,PayPal
536691.0,22632,"{""description"": [""HAND WARMER RED POLKA DOT""]}",6,12/1/2010 14:21,1.85,10517,Denmark,Frank Davis,frank.davis@example.com,256 Oak St,555-187-7731,Toys,Supplier A,5,43.11,In-Store,Not Returned,1.07,74x98x57 cm,14.93,North America,PROMO10,Gift Card
536626.0,71053,WHITE METAL LANTERN,6,12/1/2010 13:16,3.39,17737,Denmark,David Moore,david.moore@mail.com,594 Market St,555-990-1951,Home & Garden,Supplier A,851,40.48,In-Store,Returned,4.97,90x41x3 cm,13.37,South America,SALE15,Gift Card
536371.0,71053,WHITE METAL LANTERN,6,12/1/2010 9:01,3.39,19533,Denmark,Grace Davis,grace.davis@demo.net,815 Maple St,555-553-4553,Toys,Supplier E,379,32.76,Online,Not Returned,4.79,6x5x5 cm,15.96,South America,PROMO20,PayPal
536388.0,22745,***POPPY'S PLAYHOUSE BEDROOM***,6,,2.1,11988,Denmark,Alice Johnson,alice.johnson@mail.com,594 Market St,555-927-5473,Home & Garden,Supplier C,78,27.54,In-Store,Returned,1.81,54x47x87 cm,11.98,South America,DISCOUNT5,Credit Card
536715.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 14:45,1.85,13802,Denmark,Alice Taylor,alice.taylor@mail.com,815 Maple St,555-433-1001,Clothing,Supplier A,410,4.35,In-Store,Not Returned,4.4,49x9x99 cm,5.9,North America,PROMO10,Cash
536556.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 12:06,1.65,15808,Denmark,Bob Wilson,bob.wilson@demo.net,815 Maple St,555-258-4223,Home & Garden,Supplier C,574,20.42,In-Store,Not Returned,4.05,20x61x35 cm,13.43,South America,PROMO20,PayPal
536623.0,21724,,10,12/1/2010 13:13,1.25,17162,Denmark,David Smith,david.smith@demo.net,883 Elm St,555-341-2239,Beauty,Supplier D,132,18.63,Online,Not Returned,6.2,50x82x62 cm,19.36,North America,,Bank Transfer
536441.0,22960,JAM MAKING SET WITH JARS,6,30/02/2010 00:00,4.25,16241,Denmark,David Jones,david.jones@demo.net,594 Market St,555-998-8725,Home & Garden,Supplier B,601,12.99,Online,Returned,6.39,17x88x3 cm,7.63,South America,PROMO10,Credit Card
536389.0,22748,POPPY'S  PLAYHOUSE  KITCHEN,6,12/1/2010 9:19,2.1,18399,Denmark,John Wilson,john.wilson@example.com,253 High St,555-518-8312,Toys,Supplier D,749,36.17,Online,Not Returned,0.55,32x99x13 cm,15.35,Australia,PROMO20,Bank Transfer
536555.0,21914,  nan  ,12,12/1/2010 12:05,1.25,15633,Denmark,Alice Miller,alice.miller@test.org,390 Broadway,555-626-2980,Automotive,Supplier D,42,24.79,In-Store,Not Returned,3.81,89x73x68 cm,8.01,South America,PROMO20,Credit Card
536739.0,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/1/2010 15:09,4.25,15755,Denmark,Alice Miller,alice.miller@example.com,390 Broadway,555-423-4173,Beauty,Supplier E,89,4.05,In-Store,Not Returned,6.3,14x98x11 cm,13.04,Europe,DISCOUNT5,Cash
536402.0,85099B,  JUMBO BAG RED RETROSPOT  ,10,12/1/2010 9:32,1.95,16309,Denmark,Henry Wilson,henry.wilson@test.org,594 Market St,555-857-2301,Toys,Supplier B,402,11.01,Online,Returned,5.08,56x67x92 cm,6.45,South America,DISCOUNT5,Cash
536583.0,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 12:33,7.95,14117,Denmark,Alice Smith,alice.smith@example.com,594 Market St,555-722-3711,Electronics,Supplier D,296,34.16,In-Store,Returned,8.58,29x9x67 cm,11.76,Asia,,Gift Card
536473.0,84879,ASSORTED COLOUR BIRD ORNAMENT,32,01/01/1900 00:00,1.69,18345,Denmark,Alice Taylor,alice.taylor@test.org,450 Ash St,555-440-9320,Electronics,Supplier D,840,3.81,Online,Not Returned,6.62,25x98x76 cm,16.34,South America,PROMO20,Bank Transfer
536684.0,84988,SET 2 TEA TOWELS I LOVE LONDON,3,12/1/2010 14:14,4.95,11518,Denmark,Henry Miller,henry.miller@example.com,883 Elm St,555-534-4549,Automotive,Supplier B,295,42.56,Online,Returned,1.71,42x9x79 cm,10.21,Europe,PROMO20,Credit Card
536632.0,22633,"{""description"": ""HAND WARMER UNION JACK""}",6,12/1/2010 13:22,1.85,16163,Denmark,Alice Wilson,alice.wilson@demo.net,594 Market St,555-458-5435,Automotive,Supplier B,616,24.76,In-Store,Not Returned,0.8,40x25x5 cm,14.97,Europe,DISCOUNT5,Cash
536494.0,22960,"[""description"": ""JAM MAKING SET WITH JARS""]",6,12/1/2010 11:04,4.25,12600,Denmark,Eva Jones,eva.jones@mail.com,450 Ash St,555-431-8005,Beauty,Supplier D,526,24.03,In-Store,Not Returned,6.46,11x59x98 cm,16.93,North America,PROMO10,PayPal
536670.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 14:00,4.25,12195,Denmark,Henry Miller,henry.miller@example.com,815 Maple St,555-684-5494,Clothing,Supplier B,800,29.62,In-Store,Not Returned,0.36,88x79x38 cm,18.91,Australia,PROMO10,Cash
536484.0,84988,SET 2 TEA TOWELS I LOVE LONDON,3,12/1/2010 10:54,4.95,13554,Denmark,Eva Moore,eva.moore@test.org,256 Oak St,555-415-4020,Automotive,Supplier D,691,41.23,In-Store,Not Returned,5.9,72x5x48 cm,8.52,South America,SALE15,PayPal
536425.0,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,01/01/1900 00:00,4.25,12849,Denmark,Eva Smith,eva.smith@demo.net,256 Oak St,555-731-3203,Electronics,Supplier D,637,17.39,Online,Not Returned,9.41,90x18x70 cm,10.99,North America,DISCOUNT5,Credit Card
536469.0,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 10:39,7.65,11742,Denmark,Charlie Wilson,charlie.wilson@example.com,815 Maple St,555-785-4633,Home & Garden,Supplier E,422,33.9,Online,Not Returned,5.8,37x60x48 cm,7.29,Australia,SALE15,Cash
536367.0,84879,,32,12/1/2010 8:34,1.69,11306,Denmark,Jane Moore,jane.moore@example.com,709 Pine St,555-775-9378,Toys,Supplier A,865,28.29,Online,Not Returned,3.94,77x28x69 cm,19.89,South America,DISCOUNT5,Cash
536365.0,71053,white metal lantern,6,12/1/2010 8:26,3.39,13849,Denmark,John Jones,john.jones@demo.net,450 Ash St,555-244-8705,Electronics,Supplier D,23,13.35,Online,Returned,6.47,77x81x40 cm,18.91,Asia,,Credit Card
536491.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 11:01,1.85,17519,Denmark,Bob Brown,bob.brown@example.com,450 Ash St,555-356-1933,Electronics,Supplier C,575,43.93,Online,Returned,4.64,45x96x62 cm,13.1,South America,PROMO20,Cash
536440.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 10:10,1.65,14195,Denmark,Eva Jones,eva.jones@mail.com,815 Maple St,555-230-2252,Clothing,Supplier A,143,39.87,In-Store,Returned,5.5,93x58x67 cm,17.63,Europe,,PayPal
536717.0,21731,***RED TOADSTOOL LED NIGHT LIGHT***,12,Date: 12/1/2010 14:47,1.65,15178,### U.K. ###,Charlie Moore,charlie.moore@example.com,253 High St,555-756-4676,Beauty,Supplier A,993,32.92,Online,Returned,9.42,56x40x98 cm,12.81,Europe,DISCOUNT5,Cash
536733.0,22632,HAND  WARMER  RED  POLKA  DOT,-6,12/1/2010 15:03,1.85,12555,Denmark,Jane Miller,jane.miller@mail.com,921 Cedar St,555-756-4676,Beauty,Supplier A,665,42.53,Online,Returned,3.92,40x91x77 cm,14.35,Asia,PROMO20,Bank Transfer
,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/1/2010 9:52,2.1,12305,Denmark,Charlie Jones,charlie.jones@mail.com,547 Main St,555-916-4004,Books,Supplier E,145,43.36,Online,Returned,9.62,33x6x88 cm,6.34,North America,PROMO10,Gift Card
536550.0,21724,RED HARMONICA IN BOX,10,12/1/2010 12:00,1.25,17619,Denmark,Henry Johnson,henry.johnson@demo.net,815 Maple St,555-622-5841,Clothing,Supplier D,225,35.42,In-Store,Returned,9.06,19x80x40 cm,16.33,Australia,PROMO10,PayPal
536646.0,21756,DOORMAT NEW ENGLAND,10,12/1/2010 13:36,7.95,19280,Denmark,Alice Taylor,alice.taylor@example.com,594 Market St,555-600-1116,Home & Garden,Supplier E,503,41.85,In-Store,Not Returned,2.04,92x97x59 cm,6.92,South America,SALE15,Bank Transfer
536506.0,JAM MAKING SET WITH JARS,,6,12/1/2010 11:16,4.25,12642,Denmark,Henry Williams,henry.williams@demo.net,594 Market St,555-623-3322,Beauty,Supplier D,962,34.87,In-Store,Not Returned,0.79,59x48x41 cm,17.39,Europe,DISCOUNT5,Credit Card
536679.0,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 14:09,4.95,19369,Denmark,Charlie Davis,charlie.davis@example.com,883 Elm St,555-806-1629,Toys,Supplier E,974,34.01,In-Store,Not Returned,1.1,13x45x89 cm,16.73,North America,DISCOUNT5,PayPal
536452.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 10:22,2.55,16409,Denmark,John Davis,john.davis@example.com,815 Maple St,555-111-5585,Automotive,Supplier E,821,30.93,Online,Not Returned,0.28,53x42x63 cm,15.63,Asia,PROMO10,Gift Card
536671.0,22633,  HAND WARMER UNION JACK  ,6,12/1/2010 14:01,1.85,14757,Denmark,Henry Moore,henry.moore@test.org,883 Elm St,555-183-9442,Clothing,Supplier C,616,37.64,Online,Returned,1.03,27x38x60 cm,5.54,Europe,,Gift Card
536525.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 11:35,2.55,12994,Denmark,Bob Miller,bob.miller@example.com,815 Maple St,555-323-2435,Automotive,Supplier E,104,7.93,In-Store,Returned,6.86,7x5x45 cm,9.55,Asia,PROMO20,Credit Card
536370.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 9:00,1.65,18751,Denmark,Alice Jones,alice.jones@demo.net,450 Ash St,555-183-9442,Electronics,Supplier B,947,44.04,In-Store,Not Returned,0.8,58x31x23 cm,8.95,South America,,Credit Card
536531.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 11:41,4.25,11271,Denmark,Henry Williams,henry.williams@mail.com,547 Main St,555-378-2388,Toys,Supplier C,39,43.59,Online,Not Returned,3.26,42x10x32 cm,10.4,Australia,,PayPal
536482.0,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 10:52,5.95,11813,Denmark,Charlie Davis,charlie.davis@example.com,450 Ash St,555-597-2500,Toys,Supplier E,947,1.46,Online,Returned,8.46,53x30x39 cm,6.31,Europe,PROMO10,Cash
536515.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 11:25,1.85,18801,Denmark,David Williams,david.williams@test.org,921 Cedar St,555-443-9189,Electronics,Supplier A,198,41.29,In-Store,Not Returned,0.33,31x82x2 cm,19.05,Europe,PROMO10,Credit Card
536536.0,22748,poppy's playhouse kitchen,6,12/1/2010 11:46,2.1,12461,Denmark,Henry Brown,henry.brown@demo.net,256 Oak St,555-405-8437,Clothing,Supplier B,646,6.44,In-Store,Not Returned,8.16,78x77x93 cm,13.31,South America,PROMO10,Cash
536418.0,22633,HAND WARMER UNION JACK,6,12/1/2010 9:48,1.85,14120,Denmark,Henry Moore,henry.moore@example.com,390 Broadway,555-518-8312,Electronics,Supplier B,579,16.76,In-Store,Not Returned,2.89,12x39x66 cm,9.58,North America,SALE15,Bank Transfer
536444.0,22634,BAKING SET 9 PIECE RETROSPOT,6,01/01/2050 00:00,4.95,16124,united kingdom,David Taylor,david.taylor@demo.net,815 Maple St,555-776-8141,Automotive,Supplier B,391,37.18,In-Store,Not Returned,1.27,96x13x46 cm,10.95,Australia,,Gift Card
536430.0,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 10:00,7.95,18475,Denmark,Henry Miller,henry.miller@test.org,921 Cedar St,555-637-9238,Books,Supplier C,179,8.04,Online,Returned,7.0,27x17x95 cm,11.71,Europe,DISCOUNT5,Cash
536680.0,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/1/2010 14:10,9.95,14396,BOX OF VINTAGE ALPHABET BLOCKS,Eva Williams,eva.williams@test.org,256 Oak St,555-895-5036,Toys,Supplier E,968,40.9,Online,Not Returned,6.33,98x60x64 cm,14.01,Australia,PROMO20,Gift Card
536371.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 9:01,2.55,19283,Denmark,Grace Brown,grace.brown@demo.net,709 Pine St,555-140-8184,Sports,Supplier E,554,41.61,Online,Not Returned,8.79,88x35x70 cm,12.74,Europe,SALE15,Cash
536512.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 11:22,2.95,10816,Denmark,Bob Johnson,bob.johnson@example.com,547 Main St,555-623-6390,Sports,Supplier A,448,25.37,In-Store,Returned,7.38,83x30x71 cm,18.79,Australia,DISCOUNT5,Bank Transfer
